RecordNumber,EventRecordId,TimeCreated,EventId,Level,Provider,Channel,ProcessId,ThreadId,Computer,ChunkNumber,UserId,MapDescription,UserName,RemoteHost,PayloadData1,PayloadData2,PayloadData3,PayloadData4,PayloadData5,PayloadData6,ExecutableInfo,HiddenRecord,SourceFile,Keywords,ExtraDataOffset,Payload
97,3028,2024-05-15 05:35:27.9959419,14531,Info,Microsoft-Windows-DfsSvc,System,0,0,DC01.forela.local,0,,,,,,,,,,,,False,C:\Users\quentin\Documents\repo\writeups\CrownJewel-2\too\SYSTEM.evtx,0x80000000000000,0,"{""EventData"":{""@Name"":""DfsFinishInit""}}"
98,3029,2024-05-15 05:35:28.0741901,10148,Info,Microsoft-Windows-WinRM,System,0,0,DC01.forela.local,0,,,,,,,,,,,,False,C:\Users\quentin\Documents\repo\writeups\CrownJewel-2\too\SYSTEM.evtx,0x80000000000000,0,"{""EventData"":{""@Name"":""Started Listening""}}"
99,3030,2024-05-15 05:35:28.2775426,3,Info,Virtual Disk Service,System,0,0,DC01.forela.local,0,,,,,,,,,,,,False,C:\Users\quentin\Documents\repo\writeups\CrownJewel-2\too\SYSTEM.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""@2010005"",""Binary"":""""}}"
100,3031,2024-05-15 05:35:27.8087098,7036,Info,Service Control Manager,System,744,820,DC01.forela.local,0,,Service started or stopped,,,Name: SamSs | SamSs,Status: running,,,,,,False,C:\Users\quentin\Documents\repo\writeups\CrownJewel-2\too\SYSTEM.evtx,"Audit success, classic",0,"{""EventData"":{""Data"":[{""@Name"":""param1"",""#text"":""SamSs""},{""@Name"":""param2"",""#text"":""running""}],""Binary"":""53-00-61-00-6D-00-53-00-73-00-2F-00-34-00-00-00""}}"
101,3032,2024-05-15 05:35:27.8710180,7036,Info,Service Control Manager,System,744,820,DC01.forela.local,0,,Service started or stopped,,,Name: LanmanServer | LanmanServer,Status: running,,,,,,False,C:\Users\quentin\Documents\repo\writeups\CrownJewel-2\too\SYSTEM.evtx,"Audit success, classic",0,"{""EventData"":{""Data"":[{""@Name"":""param1"",""#text"":""LanmanServer""},{""@Name"":""param2"",""#text"":""running""}],""Binary"":""4C-00-61-00-6E-00-6D-00-61-00-6E-00-53-00-65-00-72-00-76-00-65-00-72-00-2F-00-34-00-00-00""}}"
102,3033,2024-05-15 05:35:27.9333891,7036,Info,Service Control Manager,System,744,856,DC01.forela.local,0,,Service started or stopped,,,Name: Spooler | Spooler,Status: running,,,,,,False,C:\Users\quentin\Documents\repo\writeups\CrownJewel-2\too\SYSTEM.evtx,"Audit success, classic",0,"{""EventData"":{""Data"":[{""@Name"":""param1"",""#text"":""Spooler""},{""@Name"":""param2"",""#text"":""running""}],""Binary"":""53-00-70-00-6F-00-6F-00-6C-00-65-00-72-00-2F-00-34-00-00-00""}}"
103,3034,2024-05-15 05:35:27.9492765,7036,Info,Service Control Manager,System,744,1028,DC01.forela.local,0,,Service started or stopped,,,Name: WLMS | WLMS,Status: running,,,,,,False,C:\Users\quentin\Documents\repo\writeups\CrownJewel-2\too\SYSTEM.evtx,"Audit success, classic",0,"{""EventData"":{""Data"":[{""@Name"":""param1"",""#text"":""WLMS""},{""@Name"":""param2"",""#text"":""running""}],""Binary"":""57-00-4C-00-4D-00-53-00-2F-00-34-00-00-00""}}"
104,3035,2024-05-15 05:35:27.9648538,7036,Info,Service Control Manager,System,744,832,DC01.forela.local,0,,Service started or stopped,,,Name: RemoteRegistry | RemoteRegistry,Status: running,,,,,,False,C:\Users\quentin\Documents\repo\writeups\CrownJewel-2\too\SYSTEM.evtx,"Audit success, classic",0,"{""EventData"":{""Data"":[{""@Name"":""param1"",""#text"":""RemoteRegistry""},{""@Name"":""param2"",""#text"":""running""}],""Binary"":""52-00-65-00-6D-00-6F-00-74-00-65-00-52-00-65-00-67-00-69-00-73-00-74-00-72-00-79-00-2F-00-34-00-00-00""}}"
105,3036,2024-05-15 05:35:27.9648538,7036,Info,Service Control Manager,System,744,480,DC01.forela.local,0,,Service started or stopped,,,Name: SysMain | SysMain,Status: running,,,,,,False,C:\Users\quentin\Documents\repo\writeups\CrownJewel-2\too\SYSTEM.evtx,"Audit success, classic",0,"{""EventData"":{""Data"":[{""@Name"":""param1"",""#text"":""SysMain""},{""@Name"":""param2"",""#text"":""running""}],""Binary"":""53-00-79-00-73-00-4D-00-61-00-69-00-6E-00-2F-00-34-00-00-00""}}"
106,3037,2024-05-15 05:35:27.9648538,7036,Info,Service Control Manager,System,744,480,DC01.forela.local,0,,Service started or stopped,,,Name: CoreMessagingRegistrar | CoreMessagingRegistrar,Status: running,,,,,,False,C:\Users\quentin\Documents\repo\writeups\CrownJewel-2\too\SYSTEM.evtx,"Audit success, classic",0,"{""EventData"":{""Data"":[{""@Name"":""param1"",""#text"":""CoreMessagingRegistrar""},{""@Name"":""param2"",""#text"":""running""}],""Binary"":""43-00-6F-00-72-00-65-00-4D-00-65-00-73-00-73-00-61-00-67-00-69-00-6E-00-67-00-52-00-65-00-67-00-69-00-73-00-74-00-72-00-61-00-72-00-2F-00-34-00-00-00""}}"
107,3038,2024-05-15 05:35:27.9803021,7036,Info,Service Control Manager,System,744,1028,DC01.forela.local,0,,Service started or stopped,,,Name: CryptSvc | CryptSvc,Status: running,,,,,,False,C:\Users\quentin\Documents\repo\writeups\CrownJewel-2\too\SYSTEM.evtx,"Audit success, classic",0,"{""EventData"":{""Data"":[{""@Name"":""param1"",""#text"":""CryptSvc""},{""@Name"":""param2"",""#text"":""running""}],""Binary"":""43-00-72-00-79-00-70-00-74-00-53-00-76-00-63-00-2F-00-34-00-00-00""}}"
108,3039,2024-05-15 05:35:27.9803021,7036,Info,Service Control Manager,System,744,1032,DC01.forela.local,0,,Service started or stopped,,,Name: IsmServ | IsmServ,Status: running,,,,,,False,C:\Users\quentin\Documents\repo\writeups\CrownJewel-2\too\SYSTEM.evtx,"Audit success, classic",0,"{""EventData"":{""Data"":[{""@Name"":""param1"",""#text"":""IsmServ""},{""@Name"":""param2"",""#text"":""running""}],""Binary"":""49-00-73-00-6D-00-53-00-65-00-72-00-76-00-2F-00-34-00-00-00""}}"
109,3040,2024-05-15 05:35:27.9803021,7036,Info,Service Control Manager,System,744,972,DC01.forela.local,0,,Service started or stopped,,,Name: SstpSvc | SstpSvc,Status: running,,,,,,False,C:\Users\quentin\Documents\repo\writeups\CrownJewel-2\too\SYSTEM.evtx,"Audit success, classic",0,"{""EventData"":{""Data"":[{""@Name"":""param1"",""#text"":""SstpSvc""},{""@Name"":""param2"",""#text"":""running""}],""Binary"":""53-00-73-00-74-00-70-00-53-00-76-00-63-00-2F-00-34-00-00-00""}}"
110,3041,2024-05-15 05:35:27.9959419,7036,Info,Service Control Manager,System,744,972,DC01.forela.local,0,,Service started or stopped,,,Name: Dfs | Dfs,Status: running,,,,,,False,C:\Users\quentin\Documents\repo\writeups\CrownJewel-2\too\SYSTEM.evtx,"Audit success, classic",0,"{""EventData"":{""Data"":[{""@Name"":""param1"",""#text"":""Dfs""},{""@Name"":""param2"",""#text"":""running""}],""Binary"":""44-00-66-00-73-00-2F-00-34-00-00-00""}}"
111,3042,2024-05-15 05:35:27.9959419,7036,Info,Service Control Manager,System,744,972,DC01.forela.local,0,,Service started or stopped,,,Name: WpnService | WpnService,Status: running,,,,,,False,C:\Users\quentin\Documents\repo\writeups\CrownJewel-2\too\SYSTEM.evtx,"Audit success, classic",0,"{""EventData"":{""Data"":[{""@Name"":""param1"",""#text"":""WpnService""},{""@Name"":""param2"",""#text"":""running""}],""Binary"":""57-00-70-00-6E-00-53-00-65-00-72-00-76-00-69-00-63-00-65-00-2F-00-34-00-00-00""}}"
112,3043,2024-05-15 05:35:28.0115532,7036,Info,Service Control Manager,System,744,856,DC01.forela.local,0,,Service started or stopped,,,Name: Winmgmt | Winmgmt,Status: running,,,,,,False,C:\Users\quentin\Documents\repo\writeups\CrownJewel-2\too\SYSTEM.evtx,"Audit success, classic",0,"{""EventData"":{""Data"":[{""@Name"":""param1"",""#text"":""Winmgmt""},{""@Name"":""param2"",""#text"":""running""}],""Binary"":""57-00-69-00-6E-00-6D-00-67-00-6D-00-74-00-2F-00-34-00-00-00""}}"
113,3044,2024-05-15 05:35:28.0115532,7036,Info,Service Control Manager,System,744,972,DC01.forela.local,0,,Service started or stopped,,,Name: DFSR | DFSR,Status: running,,,,,,False,C:\Users\quentin\Documents\repo\writeups\CrownJewel-2\too\SYSTEM.evtx,"Audit success, classic",0,"{""EventData"":{""Data"":[{""@Name"":""param1"",""#text"":""DFSR""},{""@Name"":""param2"",""#text"":""running""}],""Binary"":""44-00-46-00-53-00-52-00-2F-00-34-00-00-00""}}"
114,3045,2024-05-15 05:35:28.0272015,7036,Info,Service Control Manager,System,744,856,DC01.forela.local,0,,Service started or stopped,,,Name: VGAuthService | VGAuthService,Status: running,,,,,,False,C:\Users\quentin\Documents\repo\writeups\CrownJewel-2\too\SYSTEM.evtx,"Audit success, classic",0,"{""EventData"":{""Data"":[{""@Name"":""param1"",""#text"":""VGAuthService""},{""@Name"":""param2"",""#text"":""running""}],""Binary"":""56-00-47-00-41-00-75-00-74-00-68-00-53-00-65-00-72-00-76-00-69-00-63-00-65-00-2F-00-34-00-00-00""}}"
115,3046,2024-05-15 05:35:28.0272015,7036,Info,Service Control Manager,System,744,856,DC01.forela.local,0,,Service started or stopped,,,Name: vm3dservice | vm3dservice,Status: running,,,,,,False,C:\Users\quentin\Documents\repo\writeups\CrownJewel-2\too\SYSTEM.evtx,"Audit success, classic",0,"{""EventData"":{""Data"":[{""@Name"":""param1"",""#text"":""vm3dservice""},{""@Name"":""param2"",""#text"":""running""}],""Binary"":""76-00-6D-00-33-00-64-00-73-00-65-00-72-00-76-00-69-00-63-00-65-00-2F-00-34-00-00-00""}}"
116,3047,2024-05-15 05:35:28.0658878,7036,Info,Service Control Manager,System,744,972,DC01.forela.local,0,,Service started or stopped,,,Name: VMTools | VMTools,Status: running,,,,,,False,C:\Users\quentin\Documents\repo\writeups\CrownJewel-2\too\SYSTEM.evtx,"Audit success, classic",0,"{""EventData"":{""Data"":[{""@Name"":""param1"",""#text"":""VMTools""},{""@Name"":""param2"",""#text"":""running""}],""Binary"":""56-00-4D-00-54-00-6F-00-6F-00-6C-00-73-00-2F-00-34-00-00-00""}}"
117,3048,2024-05-15 05:35:28.0931694,7036,Info,Service Control Manager,System,744,972,DC01.forela.local,0,,Service started or stopped,,,Name: WinRM | WinRM,Status: running,,,,,,False,C:\Users\quentin\Documents\repo\writeups\CrownJewel-2\too\SYSTEM.evtx,"Audit success, classic",0,"{""EventData"":{""Data"":[{""@Name"":""param1"",""#text"":""WinRM""},{""@Name"":""param2"",""#text"":""running""}],""Binary"":""57-00-69-00-6E-00-52-00-4D-00-2F-00-34-00-00-00""}}"
118,3049,2024-05-15 05:35:28.1209420,7036,Info,Service Control Manager,System,744,832,DC01.forela.local,0,,Service started or stopped,,,Name: sppsvc | sppsvc,Status: running,,,,,,False,C:\Users\quentin\Documents\repo\writeups\CrownJewel-2\too\SYSTEM.evtx,"Audit success, classic",0,"{""EventData"":{""Data"":[{""@Name"":""param1"",""#text"":""sppsvc""},{""@Name"":""param2"",""#text"":""running""}],""Binary"":""73-00-70-00-70-00-73-00-76-00-63-00-2F-00-34-00-00-00""}}"
119,3050,2024-05-15 05:35:28.2147094,7036,Info,Service Control Manager,System,744,832,DC01.forela.local,0,,Service started or stopped,,,Name: StateRepository | StateRepository,Status: running,,,,,,False,C:\Users\quentin\Documents\repo\writeups\CrownJewel-2\too\SYSTEM.evtx,"Audit success, classic",0,"{""EventData"":{""Data"":[{""@Name"":""param1"",""#text"":""StateRepository""},{""@Name"":""param2"",""#text"":""running""}],""Binary"":""53-00-74-00-61-00-74-00-65-00-52-00-65-00-70-00-6F-00-73-00-69-00-74-00-6F-00-72-00-79-00-2F-00-34-00-00-00""}}"
120,3051,2024-05-15 05:35:28.2615194,7036,Info,Service Control Manager,System,744,832,DC01.forela.local,0,,Service started or stopped,,,Name: RasMan | RasMan,Status: running,,,,,,False,C:\Users\quentin\Documents\repo\writeups\CrownJewel-2\too\SYSTEM.evtx,"Audit success, classic",0,"{""EventData"":{""Data"":[{""@Name"":""param1"",""#text"":""RasMan""},{""@Name"":""param2"",""#text"":""running""}],""Binary"":""52-00-61-00-73-00-4D-00-61-00-6E-00-2F-00-34-00-00-00""}}"
121,3052,2024-05-15 05:35:28.2775426,7036,Info,Service Control Manager,System,744,832,DC01.forela.local,0,,Service started or stopped,,,Name: DiagTrack | DiagTrack,Status: running,,,,,,False,C:\Users\quentin\Documents\repo\writeups\CrownJewel-2\too\SYSTEM.evtx,"Audit success, classic",0,"{""EventData"":{""Data"":[{""@Name"":""param1"",""#text"":""DiagTrack""},{""@Name"":""param2"",""#text"":""running""}],""Binary"":""44-00-69-00-61-00-67-00-54-00-72-00-61-00-63-00-6B-00-2F-00-34-00-00-00""}}"
122,3053,2024-05-15 05:35:28.2775426,7036,Info,Service Control Manager,System,744,480,DC01.forela.local,0,,Service started or stopped,,,Name: vds | vds,Status: running,,,,,,False,C:\Users\quentin\Documents\repo\writeups\CrownJewel-2\too\SYSTEM.evtx,"Audit success, classic",0,"{""EventData"":{""Data"":[{""@Name"":""param1"",""#text"":""vds""},{""@Name"":""param2"",""#text"":""running""}],""Binary"":""76-00-64-00-73-00-2F-00-34-00-00-00""}}"
123,3054,2024-05-15 05:35:28.3396292,7036,Info,Service Control Manager,System,744,856,DC01.forela.local,0,,Service started or stopped,,,Name: vmvss | vmvss,Status: running,,,,,,False,C:\Users\quentin\Documents\repo\writeups\CrownJewel-2\too\SYSTEM.evtx,"Audit success, classic",0,"{""EventData"":{""Data"":[{""@Name"":""param1"",""#text"":""vmvss""},{""@Name"":""param2"",""#text"":""running""}],""Binary"":""76-00-6D-00-76-00-73-00-73-00-2F-00-34-00-00-00""}}"
124,3055,2024-05-15 05:35:28.3556551,7036,Info,Service Control Manager,System,744,856,DC01.forela.local,0,,Service started or stopped,,,Name: COMSysApp | COMSysApp,Status: running,,,,,,False,C:\Users\quentin\Documents\repo\writeups\CrownJewel-2\too\SYSTEM.evtx,"Audit success, classic",0,"{""EventData"":{""Data"":[{""@Name"":""param1"",""#text"":""COMSysApp""},{""@Name"":""param2"",""#text"":""running""}],""Binary"":""43-00-4F-00-4D-00-53-00-79-00-73-00-41-00-70-00-70-00-2F-00-34-00-00-00""}}"
125,3056,2024-05-15 05:35:28.5428530,7036,Info,Service Control Manager,System,744,856,DC01.forela.local,0,,Service started or stopped,,,Name: MSDTC | MSDTC,Status: running,,,,,,False,C:\Users\quentin\Documents\repo\writeups\CrownJewel-2\too\SYSTEM.evtx,"Audit success, classic",0,"{""EventData"":{""Data"":[{""@Name"":""param1"",""#text"":""MSDTC""},{""@Name"":""param2"",""#text"":""running""}],""Binary"":""4D-00-53-00-44-00-54-00-43-00-2F-00-34-00-00-00""}}"
126,3057,2024-05-15 05:35:28.5993241,16,Info,Microsoft-Windows-Kernel-General,System,2920,3908,DC01.forela.local,0,S-1-5-18,,,,,,,,,,,False,C:\Users\quentin\Documents\repo\writeups\CrownJewel-2\too\SYSTEM.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""HiveNameLength"",""#text"":""45""},{""@Name"":""HiveName"",""#text"":""\\??\\C:\\Windows\\AppCompat\\Programs\\Amcache.hve""},{""@Name"":""KeysUpdated"",""#text"":""72""},{""@Name"":""DirtyPages"",""#text"":""21""}]}}"
127,3058,2024-05-15 05:35:28.6678907,7026,Info,Service Control Manager,System,744,748,DC01.forela.local,0,,,,,,,,,,,,False,C:\Users\quentin\Documents\repo\writeups\CrownJewel-2\too\SYSTEM.evtx,"Audit success, classic",0,"{""EventData"":{""Data"":{""@Name"":""param1"",""#text"":"", dam""}}}"
128,3059,2024-05-15 05:35:28.6678907,7036,Info,Service Control Manager,System,744,480,DC01.forela.local,0,,Service started or stopped,,,Name: ADWS | ADWS,Status: running,,,,,,False,C:\Users\quentin\Documents\repo\writeups\CrownJewel-2\too\SYSTEM.evtx,"Audit success, classic",0,"{""EventData"":{""Data"":[{""@Name"":""param1"",""#text"":""ADWS""},{""@Name"":""param2"",""#text"":""running""}],""Binary"":""41-00-44-00-57-00-53-00-2F-00-34-00-00-00""}}"
129,3060,2024-05-15 05:35:28.7771733,7036,Info,Service Control Manager,System,744,856,DC01.forela.local,0,,Service started or stopped,,,Name: Windows License Manager Service | Windows License Manager Service,Status: running,,,,,,False,C:\Users\quentin\Documents\repo\writeups\CrownJewel-2\too\SYSTEM.evtx,"Audit success, classic",0,"{""EventData"":{""Data"":[{""@Name"":""param1"",""#text"":""Windows License Manager Service""},{""@Name"":""param2"",""#text"":""running""}],""Binary"":""4C-00-69-00-63-00-65-00-6E-00-73-00-65-00-4D-00-61-00-6E-00-61-00-67-00-65-00-72-00-2F-00-34-00-00-00""}}"
130,3061,2024-05-15 05:35:28.8396560,7036,Info,Service Control Manager,System,744,856,DC01.forela.local,0,,Service started or stopped,,,Name: Client License Service (ClipSVC) | Client License Service (ClipSVC),Status: running,,,,,,False,C:\Users\quentin\Documents\repo\writeups\CrownJewel-2\too\SYSTEM.evtx,"Audit success, classic",0,"{""EventData"":{""Data"":[{""@Name"":""param1"",""#text"":""Client License Service (ClipSVC)""},{""@Name"":""param2"",""#text"":""running""}],""Binary"":""43-00-6C-00-69-00-70-00-53-00-56-00-43-00-2F-00-34-00-00-00""}}"
131,3062,2024-05-15 05:35:29.6367070,7036,Info,Service Control Manager,System,744,856,DC01.forela.local,0,,Service started or stopped,,,Name: Volume Shadow Copy | Volume Shadow Copy,Status: running,,,,,,False,C:\Users\quentin\Documents\repo\writeups\CrownJewel-2\too\SYSTEM.evtx,"Audit success, classic",0,"{""EventData"":{""Data"":[{""@Name"":""param1"",""#text"":""Volume Shadow Copy""},{""@Name"":""param2"",""#text"":""running""}],""Binary"":""56-00-53-00-53-00-2F-00-34-00-00-00""}}"
132,3063,2024-05-15 05:35:29.6837919,7036,Info,Service Control Manager,System,744,856,DC01.forela.local,0,,Service started or stopped,,,Name: Microsoft Account Sign-in Assistant | Microsoft Account Sign-in Assistant,Status: running,,,,,,False,C:\Users\quentin\Documents\repo\writeups\CrownJewel-2\too\SYSTEM.evtx,"Audit success, classic",0,"{""EventData"":{""Data"":[{""@Name"":""param1"",""#text"":""Microsoft Account Sign-in Assistant""},{""@Name"":""param2"",""#text"":""running""}],""Binary"":""77-00-6C-00-69-00-64-00-73-00-76-00-63-00-2F-00-34-00-00-00""}}"
133,3064,2024-05-15 05:35:30.9960815,7036,Info,Service Control Manager,System,744,820,DC01.forela.local,0,,Service started or stopped,,,Name: Windows Update | Windows Update,Status: running,,,,,,False,C:\Users\quentin\Documents\repo\writeups\CrownJewel-2\too\SYSTEM.evtx,"Audit success, classic",0,"{""EventData"":{""Data"":[{""@Name"":""param1"",""#text"":""Windows Update""},{""@Name"":""param2"",""#text"":""running""}],""Binary"":""77-00-75-00-61-00-75-00-73-00-65-00-72-00-76-00-2F-00-34-00-00-00""}}"
134,3065,2024-05-15 05:35:40.0931889,10154,Warning,Microsoft-Windows-WinRM,System,0,0,DC01.forela.local,0,,,,,,,,,,,,False,C:\Users\quentin\Documents\repo\writeups\CrownJewel-2\too\SYSTEM.evtx,0x80000000000000,0,"{""EventData"":{""Data"":[{""@Name"":""spn1"",""#text"":""WSMAN/DC01.forela.local""},{""@Name"":""spn2"",""#text"":""WSMAN/DC01""},{""@Name"":""error"",""#text"":""1355""}]}}"
135,3066,2024-05-15 05:35:46.1413942,7036,Info,Service Control Manager,System,744,820,DC01.forela.local,0,,Service started or stopped,,,Name: Netlogon | Netlogon,Status: running,,,,,,False,C:\Users\quentin\Documents\repo\writeups\CrownJewel-2\too\SYSTEM.evtx,"Audit success, classic",0,"{""EventData"":{""Data"":[{""@Name"":""param1"",""#text"":""Netlogon""},{""@Name"":""param2"",""#text"":""running""}],""Binary"":""4E-00-65-00-74-00-6C-00-6F-00-67-00-6F-00-6E-00-2F-00-34-00-00-00""}}"
136,3067,2024-05-15 05:35:46.5005218,7036,Info,Service Control Manager,System,744,820,DC01.forela.local,0,,Service started or stopped,,,Name: Display Policy Service | Display Policy Service,Status: running,,,,,,False,C:\Users\quentin\Documents\repo\writeups\CrownJewel-2\too\SYSTEM.evtx,"Audit success, classic",0,"{""EventData"":{""Data"":[{""@Name"":""param1"",""#text"":""Display Policy Service""},{""@Name"":""param2"",""#text"":""running""}],""Binary"":""44-00-69-00-73-00-70-00-42-00-72-00-6F-00-6B-00-65-00-72-00-44-00-65-00-73-00-6B-00-74-00-6F-00-70-00-53-00-76-00-63-00-2F-00-34-00-00-00""}}"
137,3068,2024-05-15 05:35:48.0799118,139,Info,Microsoft-Windows-Time-Service,System,1088,4168,DC01.forela.local,0,S-1-5-19,,,,,,,,,,,False,C:\Users\quentin\Documents\repo\writeups\CrownJewel-2\too\SYSTEM.evtx,Classic,0,"{""EventData"":{""@Name"":""TMP_EVENT_START_ADVERTISING""}}"
138,3069,2024-05-15 05:35:48.0799128,143,Info,Microsoft-Windows-Time-Service,System,1088,4168,DC01.forela.local,0,S-1-5-19,,,,,,,,,,,False,C:\Users\quentin\Documents\repo\writeups\CrownJewel-2\too\SYSTEM.evtx,Classic,0,"{""EventData"":{""@Name"":""TMP_EVENT_START_ADVERTISING_GT""}}"
139,3070,2024-05-15 05:35:48.0832184,12,Warning,Microsoft-Windows-Time-Service,System,1088,1284,DC01.forela.local,0,S-1-5-19,,,,,,,,,,,False,C:\Users\quentin\Documents\repo\writeups\CrownJewel-2\too\SYSTEM.evtx,Classic,0,"{""EventData"":{""@Name"":""TMP_EVENT_DOMAIN_HIERARCHY_ROOT""}}"
140,3071,2024-05-15 05:35:48.0785998,7036,Info,Service Control Manager,System,744,820,DC01.forela.local,0,,Service started or stopped,,,Name: W32Time | W32Time,Status: running,,,,,,False,C:\Users\quentin\Documents\repo\writeups\CrownJewel-2\too\SYSTEM.evtx,"Audit success, classic",0,"{""EventData"":{""Data"":[{""@Name"":""param1"",""#text"":""W32Time""},{""@Name"":""param2"",""#text"":""running""}],""Binary"":""57-00-33-00-32-00-54-00-69-00-6D-00-65-00-2F-00-34-00-00-00""}}"
141,3072,2024-05-15 05:35:48.5317609,7040,Info,Service Control Manager,System,744,820,DC01.forela.local,0,S-1-5-18,Start type of a service has changed,,,The start type of the Background Intelligent Transfer Service was changed from demand start to auto start,,,,,,BITS,False,C:\Users\quentin\Documents\repo\writeups\CrownJewel-2\too\SYSTEM.evtx,"Audit success, classic",0,"{""EventData"":{""Data"":[{""@Name"":""param1"",""#text"":""Background Intelligent Transfer Service""},{""@Name"":""param2"",""#text"":""demand start""},{""@Name"":""param3"",""#text"":""auto start""},{""@Name"":""param4"",""#text"":""BITS""}]}}"
142,3073,2024-05-15 05:35:48.5943897,7036,Info,Service Control Manager,System,744,820,DC01.forela.local,0,,Service started or stopped,,,Name: Background Intelligent Transfer Service | Background Intelligent Transfer Service,Status: running,,,,,,False,C:\Users\quentin\Documents\repo\writeups\CrownJewel-2\too\SYSTEM.evtx,"Audit success, classic",0,"{""EventData"":{""Data"":[{""@Name"":""param1"",""#text"":""Background Intelligent Transfer Service""},{""@Name"":""param2"",""#text"":""running""}],""Binary"":""42-00-49-00-54-00-53-00-2F-00-34-00-00-00""}}"
143,3074,2024-05-15 05:35:48.7974326,7036,Info,Service Control Manager,System,744,820,DC01.forela.local,0,,Service started or stopped,,,Name: WMI Performance Adapter | WMI Performance Adapter,Status: running,,,,,,False,C:\Users\quentin\Documents\repo\writeups\CrownJewel-2\too\SYSTEM.evtx,"Audit success, classic",0,"{""EventData"":{""Data"":[{""@Name"":""param1"",""#text"":""WMI Performance Adapter""},{""@Name"":""param2"",""#text"":""running""}],""Binary"":""77-00-6D-00-69-00-41-00-70-00-53-00-72-00-76-00-2F-00-34-00-00-00""}}"
144,3075,2024-05-15 05:35:57.8286106,7036,Info,Service Control Manager,System,744,820,DC01.forela.local,0,,Service started or stopped,,,Name: DNS | DNS,Status: running,,,,,,False,C:\Users\quentin\Documents\repo\writeups\CrownJewel-2\too\SYSTEM.evtx,"Audit success, classic",0,"{""EventData"":{""Data"":[{""@Name"":""param1"",""#text"":""DNS""},{""@Name"":""param2"",""#text"":""running""}],""Binary"":""44-00-4E-00-53-00-2F-00-34-00-00-00""}}"
145,3076,2024-05-15 05:36:13.2661330,7036,Info,Service Control Manager,System,744,2668,DC01.forela.local,0,,Service started or stopped,,,Name: sppsvc | sppsvc,Status: running,,,,,,False,C:\Users\quentin\Documents\repo\writeups\CrownJewel-2\too\SYSTEM.evtx,"Audit success, classic",0,"{""EventData"":{""Data"":[{""@Name"":""param1"",""#text"":""sppsvc""},{""@Name"":""param2"",""#text"":""running""}],""Binary"":""73-00-70-00-70-00-73-00-76-00-63-00-2F-00-34-00-00-00""}}"
146,3077,2024-05-15 05:36:18.7349652,7036,Info,Service Control Manager,System,744,2664,DC01.forela.local,0,,Service started or stopped,,,Name: Network Connectivity Assistant | Network Connectivity Assistant,Status: stopped,,,,,,False,C:\Users\quentin\Documents\repo\writeups\CrownJewel-2\too\SYSTEM.evtx,"Audit success, classic",0,"{""EventData"":{""Data"":[{""@Name"":""param1"",""#text"":""Network Connectivity Assistant""},{""@Name"":""param2"",""#text"":""stopped""}],""Binary"":""4E-00-63-00-61-00-53-00-76-00-63-00-2F-00-31-00-00-00""}}"
147,3078,2024-05-15 05:36:18.7815614,7036,Info,Service Control Manager,System,744,2664,DC01.forela.local,0,,Service started or stopped,,,Name: Windows Update Medic Service | Windows Update Medic Service,Status: running,,,,,,False,C:\Users\quentin\Documents\repo\writeups\CrownJewel-2\too\SYSTEM.evtx,"Audit success, classic",0,"{""EventData"":{""Data"":[{""@Name"":""param1"",""#text"":""Windows Update Medic Service""},{""@Name"":""param2"",""#text"":""running""}],""Binary"":""57-00-61-00-61-00-53-00-4D-00-65-00-64-00-69-00-63-00-53-00-76-00-63-00-2F-00-34-00-00-00""}}"
148,3079,2024-05-15 05:36:18.7815614,7036,Info,Service Control Manager,System,744,2664,DC01.forela.local,0,,Service started or stopped,,,Name: Delivery Optimization | Delivery Optimization,Status: running,,,,,,False,C:\Users\quentin\Documents\repo\writeups\CrownJewel-2\too\SYSTEM.evtx,"Audit success, classic",0,"{""EventData"":{""Data"":[{""@Name"":""param1"",""#text"":""Delivery Optimization""},{""@Name"":""param2"",""#text"":""running""}],""Binary"":""44-00-6F-00-53-00-76-00-63-00-2F-00-34-00-00-00""}}"
149,3080,2024-05-15 05:36:18.8601240,7036,Info,Service Control Manager,System,744,2664,DC01.forela.local,0,,Service started or stopped,,,Name: Storage Service | Storage Service,Status: running,,,,,,False,C:\Users\quentin\Documents\repo\writeups\CrownJewel-2\too\SYSTEM.evtx,"Audit success, classic",0,"{""EventData"":{""Data"":[{""@Name"":""param1"",""#text"":""Storage Service""},{""@Name"":""param2"",""#text"":""running""}],""Binary"":""53-00-74-00-6F-00-72-00-53-00-76-00-63-00-2F-00-34-00-00-00""}}"
150,3081,2024-05-15 05:36:18.9224854,7036,Info,Service Control Manager,System,744,1064,DC01.forela.local,0,,Service started or stopped,,,Name: Delivery Optimization | Delivery Optimization,Status: stopped,,,,,,False,C:\Users\quentin\Documents\repo\writeups\CrownJewel-2\too\SYSTEM.evtx,"Audit success, classic",0,"{""EventData"":{""Data"":[{""@Name"":""param1"",""#text"":""Delivery Optimization""},{""@Name"":""param2"",""#text"":""stopped""}],""Binary"":""44-00-6F-00-53-00-76-00-63-00-2F-00-31-00-00-00""}}"
